GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
SLC6A10P	A	A	A	A	A	A	A	A	A	A
SLC6A11	A	A	P	A	P	A	P	P	A	P
SLC6A12	A	A	A	A	A	A	A	A	A	A
SLC6A13	A	A	A	A	A	A	A	P	P	A
SLC6A14	A	A	A	A	A	A	A	A	A	A
SLC6A15	A	A	A	A	A	A	A	A	A	A
SLC6A16	A	P	A	A	A	A	P	A	P	A
SLC6A17	A	A	A	A	A	A	A	A	A	A
SLC6A18	A	A	A	A	A	A	A	A	A	A
SLC6A19	A	P	A	P	A	A	A	A	A	A
SLC6A2	A	A	A	A	A	A	A	A	A	A
SLC6A20	A	A	A	A	A	A	A	A	A	A
SLC6A3	A	A	A	A	A	A	A	A	P	A
SLC6A4	A	A	A	A	A	A	A	A	A	A
SLC6A5	A	A	A	A	A	A	A	A	A	A
SLC6A6	P	P	P	P	P	P	P	P	P	P
SLC6A7	A	A	A	A	A	A	A	A	A	A
SLC6A8	A	P	A	P	P	A	P	P	P	A
SLC6A9	A	A	A	A	A	A	A	A	A	A
SLC7A1	P	P	P	P	P	P	P	P	P	P
SLC7A10	A	A	A	A	A	A	A	A	A	A
SLC7A11	A	A	A	A	A	A	P	A	A	A
SLC7A11-AS1	A	A	A	A	A	A	A	A	A	A
SLC7A13	A	A	A	A	A	A	A	A	A	A
SLC7A14	A	A	A	A	A	A	A	A	A	A
SLC7A2	A	P	A	A	A	P	A	A	A	A
SLC7A3	A	P	P	A	A	P	P	A	P	A
SLC7A4	A	A	A	A	A	A	A	A	A	A
SLC7A5	P	P	P	P	P	P	P	P	P	P
SLC7A6	P	P	P	A	P	P	P	P	P	P
SLC7A6OS	P	P	P	A	P	P	P	P	P	P
SLC7A7	A	P	P	P	P	P	P	P	P	A
SLC7A8	P	A	A	P	A	A	M	P	P	A
SLC7A9	A	A	A	P	M	A	A	A	P	A
SLC8A1	P	P	A	P	P	P	P	P	A	A
SLC8A1-AS1	A	A	A	A	A	P	A	P	P	A
SLC8A2	A	A	A	A	A	A	A	A	A	A
SLC8A3	P	A	A	A	A	A	A	A	A	A
SLC8B1	A	P	P	A	P	P	P	A	P	A
SLC9A1	P	P	A	A	P	P	P	P	P	P
SLC9A2	A	A	A	A	A	A	A	A	A	A
SLC9A3	A	A	A	A	A	A	A	A	A	A
SLC9A3R1	P	P	P	P	P	P	P	P	P	P
SLC9A3R2	A	A	A	A	A	A	A	A	A	A
SLC9A5	A	A	A	A	P	A	A	A	P	A
SLC9A6	P	P	P	A	P	P	P	P	P	P
SLC9A7	P	P	P	A	P	P	P	P	P	P
SLC9A8	A	P	A	A	P	A	P	P	P	A
SLC9A9	A	A	A	P	A	A	A	A	P	A
SLC9B2	P	P	P	A	P	P	M	P	P	P
SLC9C2	A	A	A	A	A	A	A	A	A	A
SLCO1A2	A	A	A	A	A	P	A	A	A	A
SLCO1B1	A	A	A	A	A	A	A	A	A	A
SLCO1B3	A	A	A	A	A	A	A	A	A	A
SLCO1C1	A	A	A	A	A	A	A	A	A	P
SLCO2A1	A	A	A	A	A	A	A	A	A	A
SLCO2B1	A	A	A	A	A	A	A	A	A	A
SLCO3A1	A	P	A	P	P	P	P	P	A	P
SLCO4A1	A	A	P	A	A	P	A	A	P	A
SLCO4A1-AS1	A	A	A	A	P	A	A	A	A	A
SLCO4C1	P	P	A	A	P	P	P	P	P	P
SLCO5A1	A	P	A	A	A	A	A	A	A	P
SLCO6A1	A	A	A	A	A	A	A	A	A	A
SLFN11	P	P	P	A	P	P	P	P	P	P
SLFN12	P	P	A	A	M	P	A	P	P	A
SLFN13	P	P	A	P	P	P	P	P	P	P
SLFN5	P	P	M	P	P	P	P	P	P	P
SLFNL1	A	A	A	A	A	A	P	A	P	A
SLFNL1-AS1	A	A	A	A	A	A	A	A	A	A
SLIRP	P	P	P	P	P	P	P	P	P	P
SLIT1	A	P	P	A	P	A	P	P	A	A
SLIT2	A	A	A	A	A	A	A	A	A	A
SLIT2-IT1	A	A	A	A	A	A	A	P	A	A
SLIT3	A	A	A	A	A	A	A	A	A	A
SLITRK1	A	A	A	A	A	A	A	A	A	A
SLITRK2	A	A	A	A	A	A	A	A	A	A
SLITRK3	A	A	A	A	A	A	A	A	A	A
SLITRK4	A	A	A	A	A	A	A	P	A	A
SLITRK5	A	A	A	A	A	P	A	A	A	A
SLITRK6	A	A	A	A	A	A	A	A	A	A
SLK	P	P	P	P	P	P	P	P	P	P
SLMAP	P	P	P	A	P	P	P	P	P	P
SLMO1	P	P	P	P	A	A	A	A	A	A
SLMO2	P	P	P	P	P	P	P	P	P	P
SLN	A	A	A	M	A	A	A	A	A	A
SLPI	A	P	A	P	P	A	P	P	A	P
SLTM	P	P	P	P	P	P	P	P	P	P
SLU7	P	P	P	P	P	P	P	P	P	P
SLURP1	A	A	A	A	A	A	A	A	A	A
SLX4	A	A	A	A	P	A	A	A	P	A
SLX4IP	P	P	A	A	P	P	A	P	P	P
SMA4	P	P	P	P	P	P	P	P	P	P
SMAD1	P	P	A	A	P	P	P	A	A	A
SMAD1-AS2	A	A	A	A	A	A	A	A	A	A
SMAD2	P	P	P	P	P	P	P	P	P	P
SMAD3	P	P	P	P	A	P	P	P	P	P
SMAD4	P	P	P	A	P	P	P	P	P	P
SMAD5	P	P	P	A	P	P	P	P	P	P
SMAD5-AS1	A	A	A	M	A	A	A	A	A	A
SMAD6	P	A	P	A	A	A	A	A	A	A
SMAD7	P	P	A	A	P	P	P	P	P	P
SMAD9	P	A	A	A	P	A	M	P	P	P
SMAGP	A	M	A	A	P	A	A	P	P	P
SMAP1	P	P	P	P	P	P	P	P	P	P
SMAP2	P	P	P	P	P	P	P	P	P	P
SMARCA1	P	A	A	A	P	A	A	P	A	A
SMARCA2	P	P	P	P	P	P	P	P	P	P
SMARCA4	P	P	P	P	P	P	P	P	P	P
SMARCA5	P	P	P	P	P	P	P	P	P	P
SMARCAD1	P	P	P	A	P	P	P	P	P	P
SMARCAL1	P	P	P	P	P	P	A	P	P	P
SMARCB1	P	P	P	P	P	P	P	P	P	P
SMARCC1	P	P	P	P	P	P	P	P	P	P
SMARCC2	P	P	P	P	P	P	P	P	P	P
SMARCD1	P	P	P	P	P	P	P	P	P	P
SMARCD2	P	P	P	P	P	P	P	P	P	P
SMARCD3	A	P	A	P	A	P	P	A	A	A
SMARCE1	P	P	P	P	P	P	P	P	P	P
SMARCE1P2	A	A	A	A	A	A	A	A	A	A
SMC1A	P	P	P	P	P	P	P	P	P	P
SMC1B	A	A	A	A	A	A	A	A	A	A
SMC2	P	P	P	P	P	P	P	P	P	P
SMC3	P	P	P	P	P	P	P	P	P	P
SMC4	P	P	P	P	P	P	P	P	P	P
SMC5	P	P	P	P	P	P	P	P	P	P
SMC5-AS1	A	A	A	A	A	A	A	P	A	A
SMC6	P	P	P	P	P	P	P	P	P	P
SMCHD1	P	P	P	P	P	P	P	P	P	P
SMCO3	A	A	A	A	A	A	A	A	A	A
SMCO4	P	P	P	P	P	P	P	P	P	A
SMCP	A	A	A	A	A	A	A	A	A	A
SMCR5	A	M	A	A	A	A	P	A	A	A
SMCR8	P	P	P	P	P	P	P	P	P	P
SMDT1	P	P	P	P	P	P	P	P	P	P
SMEK1	P	P	P	P	P	P	P	P	P	P
SMEK2	P	P	P	P	P	P	P	P	P	P
SMEK3P	A	A	A	A	A	A	A	A	A	A
SMG5	P	P	P	P	P	P	P	P	P	P
SMG6	A	A	A	A	P	A	A	A	P	A
SMG7	P	P	P	P	P	P	P	P	P	P
SMG7-AS1	A	A	A	A	A	A	A	A	A	A
SMG8	P	P	P	A	P	P	P	P	P	P
SMG9	P	P	P	A	P	P	A	P	P	P
SMIM1	A	A	A	P	A	A	A	A	A	A
SMIM10	P	P	A	A	A	A	P	A	A	A
SMIM11	P	P	P	A	P	P	P	P	P	P
SMIM12	P	P	P	P	P	P	P	P	P	P
SMIM13	P	P	P	P	P	P	P	P	P	P
SMIM14	P	P	P	P	P	P	P	P	P	P
SMIM15	P	P	P	P	P	P	P	P	P	P
SMIM17	A	A	A	A	A	A	A	P	P	A
SMIM19	P	P	P	P	P	P	P	P	P	P
SMIM2	A	A	A	A	A	A	M	P	M	P
SMIM20	P	P	P	P	P	P	A	P	P	P
SMIM21	A	A	A	P	A	A	A	A	A	A
SMIM22	A	A	A	A	A	A	A	A	A	A
SMIM24	A	P	P	P	A	P	P	P	P	P
SMIM2-AS1	A	A	A	A	A	A	A	A	A	A
SMIM3	A	P	A	P	P	P	P	P	P	P
SMIM4	P	P	A	A	P	P	A	P	P	A
SMIM5	A	A	A	A	A	A	M	A	A	A
SMIM6	A	A	A	A	A	A	A	A	A	A
SMIM7	P	P	P	P	P	P	P	P	P	P
SMIM8	P	P	P	A	P	P	P	P	P	P
SMKR1	P	M	A	A	P	P	A	A	A	A
SMLR1	A	A	A	A	A	A	A	A	A	A
SMN1	P	P	P	P	P	P	P	P	P	P
SMNDC1	P	P	P	P	P	P	P	P	P	P
SMO	A	A	A	A	P	M	A	A	A	A
SMOC1	A	A	A	A	A	A	A	A	A	A
SMOC2	P	P	A	A	A	A	A	A	A	A
SMOX	A	P	A	M	A	A	P	A	P	A
SMPD1	A	A	A	P	A	A	P	A	A	A
SMPD2	A	A	A	A	A	A	A	P	P	P
SMPD3	A	A	A	A	A	M	A	A	A	A
SMPDL3A	A	P	A	P	A	P	P	A	A	P
SMPDL3B	A	A	A	A	A	A	A	A	A	A
SMPX	A	A	A	A	A	A	A	A	A	A
SMR3A	A	A	A	A	A	A	A	A	A	A
SMR3B	A	A	A	A	A	A	A	A	A	A
SMS	P	P	P	P	P	P	P	P	P	P
SMTN	P	A	A	A	P	P	A	A	P	A
SMTNL1	A	A	A	A	A	A	A	A	A	A
SMTNL2	A	A	A	A	A	A	A	A	A	A
SMU1	P	P	P	P	P	P	P	P	P	P
SMUG1	P	A	A	A	P	P	P	P	P	P
SMURF1	P	P	A	M	P	P	P	P	P	P
SMURF2	P	P	P	P	P	P	P	P	P	P
SMYD1	A	A	A	A	A	A	A	A	A	A
SMYD2	P	P	P	P	P	P	P	P	P	P
SMYD3	P	P	P	A	P	P	P	P	P	P
SMYD4	P	A	A	A	P	P	A	P	P	P
SMYD5	P	P	P	A	P	P	A	P	P	A
SNAI1	A	A	A	A	A	A	A	A	P	A
SNAI1P1	A	A	A	P	A	A	A	A	A	P
SNAI2	A	A	A	A	A	P	P	A	A	A
SNAI3	A	A	A	A	A	A	P	A	P	A
SNAI3-AS1	A	A	A	A	A	A	A	A	P	A
SNAP23	P	P	P	P	P	P	P	P	P	P
SNAP25	P	A	P	A	A	A	A	A	A	A
SNAP29	P	P	P	P	P	P	P	P	P	P
SNAP91	A	A	A	A	A	A	A	A	P	A
SNAPC1	P	P	P	A	P	P	P	P	P	P
SNAPC2	P	P	A	M	P	P	A	M	P	P
SNAPC3	P	P	P	A	P	P	P	P	P	P
SNAPC4	P	P	P	A	P	P	A	P	P	P
SNAPC5	P	P	P	P	P	P	P	P	P	P
SNAPIN	P	P	P	P	P	P	P	P	P	P
SNCA	P	P	P	P	P	P	P	P	P	P
SNCAIP	A	A	A	A	A	P	A	A	A	A
SNCB	A	A	A	A	A	A	A	A	A	A
SNCG	A	A	A	A	A	A	A	A	A	A
SND1	P	P	P	P	P	P	P	P	P	P
SND1-IT1	A	P	A	A	A	P	P	P	P	A
SNED1	A	P	A	A	A	A	M	P	A	A
SNF8	P	P	P	P	P	P	P	P	P	P
SNHG1	P	P	P	P	P	P	P	P	P	P
SNHG10	A	A	A	A	A	M	A	P	A	A
SNHG11	P	P	P	P	P	P	P	P	A	P
SNHG12	P	P	P	P	P	P	P	P	P	P
SNHG16	P	P	P	P	P	P	P	P	P	P
SNHG17	P	P	P	P	P	P	P	P	P	P
SNHG18	A	A	A	A	A	A	A	A	A	A
SNHG19	P	P	P	P	P	P	P	P	P	P
SNHG22	A	A	A	A	A	A	A	A	A	A
SNHG3	A	P	M	P	P	P	P	P	P	P
SNHG4	P	A	A	A	P	P	A	A	A	A
SNHG5	P	P	P	P	P	P	P	P	P	P
SNHG6	P	P	P	P	P	P	P	P	P	P
SNHG7	P	P	P	P	P	P	P	P	P	P
SNHG8	P	P	P	P	P	P	P	P	P	P
SNHG9	P	P	P	A	P	P	P	P	P	P
SNIP1	P	P	P	A	P	P	P	P	P	P
SNN	P	P	P	P	P	P	P	P	P	P
SNORA21	P	P	P	A	P	P	P	P	P	P
SNORA29	P	P	P	P	P	P	P	P	P	P
SNORA37	A	A	A	A	A	A	A	A	P	A
SNORA43	A	A	A	A	A	A	A	A	A	A
SNORA5B	P	A	P	A	P	P	A	A	P	A
SNORA65	A	A	P	A	A	A	A	A	A	A
SNORA68	A	P	A	A	P	A	P	P	P	P
SNORA71A	A	A	A	A	A	A	A	A	A	A
SNORA71B	A	A	A	A	A	A	A	A	A	A
SNORA72	P	P	A	A	P	P	P	P	P	P
SNORA74A	A	P	A	A	P	P	A	A	A	A
SNORA76C	P	P	P	P	P	P	P	P	P	P
SNORA78	A	A	A	A	A	A	A	A	A	A
SNORD114-3	A	A	P	A	A	A	A	A	A	A
SNORD116-17	A	A	A	A	A	A	A	A	M	A
SNORD3A	A	P	A	P	P	A	P	P	P	P
SNORD50A	P	P	P	P	P	P	P	P	P	P
SNORD8	A	P	P	A	A	A	P	M	A	A
SNORD89	P	P	P	P	P	P	P	P	P	P
SNPH	A	A	A	A	A	A	A	A	A	A
SNRK	P	P	P	P	P	P	P	P	P	P
SNRK-AS1	A	A	A	A	A	A	P	M	A	A
SNRNP200	P	P	P	P	P	P	P	P	P	P
SNRNP25	P	P	P	P	P	P	P	P	P	P
SNRNP27	P	P	P	P	P	P	P	P	P	P
SNRNP35	P	P	P	P	P	P	P	P	P	P
SNRNP40	P	P	P	A	P	P	P	P	P	P
SNRNP48	P	P	P	P	P	P	P	P	P	P
SNRNP70	P	P	P	P	P	P	P	P	P	P
SNRPA	P	P	P	P	P	P	P	P	P	P
SNRPA1	P	P	P	P	P	P	P	P	P	P
SNRPB	P	P	P	P	P	P	P	P	P	P
SNRPB2	P	P	P	P	P	P	P	P	P	P
SNRPC	P	P	P	P	P	P	P	P	P	P
SNRPD1	P	P	P	P	P	P	P	P	P	P
SNRPD2	P	P	P	P	P	P	P	P	P	P
SNRPD3	P	P	P	P	P	P	P	P	P	P
SNRPE	P	P	P	P	P	P	P	P	P	P
SNRPF	P	P	P	P	P	P	P	P	P	P
SNRPG	P	P	P	P	P	P	P	P	P	P
SNRPN	P	P	P	P	P	P	P	P	P	P
SNTA1	P	P	A	A	P	P	P	P	A	A
SNTB1	P	P	A	P	P	P	P	P	P	P
SNTB2	P	P	P	A	P	P	P	P	P	P
SNTG1	A	A	A	A	A	A	P	A	P	M
SNTG2	A	A	A	A	A	A	A	A	A	A
SNTN	A	P	A	A	A	A	A	A	P	A
SNUPN	P	P	P	P	P	P	P	P	P	P
SNW1	P	P	P	P	P	P	P	P	P	P
SNX1	P	P	P	P	P	P	P	P	P	P
SNX10	P	P	P	P	P	P	P	P	P	P
SNX11	P	P	P	P	P	P	P	P	P	P
SNX12	P	P	P	A	P	P	P	P	P	P
SNX13	P	P	P	P	P	P	P	P	P	P
SNX14	P	P	P	P	P	P	P	P	P	P
SNX15	P	P	P	P	P	P	P	P	P	P
SNX16	P	P	A	A	M	A	P	P	P	P
SNX17	P	P	P	P	P	P	P	P	P	P
SNX18	P	P	P	P	P	P	P	P	P	P
SNX19	P	P	A	P	P	P	P	P	P	P
SNX2	P	P	P	P	P	P	P	P	P	P
SNX20	P	P	P	P	P	P	P	P	P	P
SNX21	A	A	A	A	A	P	A	P	A	A
SNX22	P	P	P	A	P	P	P	P	P	P
SNX24	P	A	A	A	P	A	M	P	P	P
SNX25	P	P	P	P	P	P	P	P	P	P
SNX27	P	P	P	P	P	P	P	P	P	P
SNX29	M	P	A	A	P	P	A	A	A	A
SNX29P1	A	P	P	A	A	P	P	A	A	A
SNX29P2	A	A	A	A	A	A	A	P	A	A
SNX3	P	P	P	P	P	P	P	P	P	P
SNX30	P	P	P	P	P	P	P	P	P	P
SNX31	A	A	A	P	A	A	A	A	A	A
SNX32	A	A	A	A	A	A	A	A	A	A
SNX33	A	A	P	A	A	A	A	P	A	P
SNX4	P	P	P	P	P	P	P	P	P	P
SNX5	P	P	P	P	P	P	P	P	P	P
SNX6	P	P	P	P	P	P	P	P	P	P
SNX7	P	P	A	A	A	A	A	A	A	A
SNX8	A	A	A	A	A	A	A	A	A	A
SNX9	P	P	A	P	A	P	P	P	P	A
SOAT1	P	P	P	P	P	P	P	P	P	P
SOAT2	A	A	A	A	A	A	A	A	A	A
SOBP	P	P	P	P	P	P	A	A	A	A
SOCS1	P	P	P	A	A	P	P	P	P	A
SOCS2	A	P	P	P	P	P	P	P	P	P
SOCS2-AS1	A	A	A	A	A	A	A	P	P	P
SOCS3	M	A	A	P	P	P	P	M	P	P
SOCS4	P	P	P	A	P	P	P	P	P	P
SOCS5	P	P	P	A	P	P	P	P	P	P
SOCS6	A	P	A	A	P	A	P	P	P	P
SOCS7	P	P	P	P	P	P	P	P	P	P
SOD1	P	P	P	P	P	P	P	P	P	P
SOD2	P	P	P	P	P	P	P	P	P	P
SOD3	A	A	P	A	A	A	A	A	A	A
SOGA1	P	M	P	A	P	P	P	P	P	P
SOHLH1	A	A	A	A	A	A	A	A	A	A
SOHLH2	A	A	A	A	A	A	A	A	A	A
SON	P	P	P	P	P	P	P	P	P	P
SORBS1	P	P	P	P	P	P	P	P	P	P
SORBS2	P	A	P	A	P	M	P	A	A	A
SORBS3	M	P	A	P	P	P	P	P	P	P
SORCS1	A	P	A	A	A	A	P	P	A	M
SORCS2	A	A	A	A	A	A	A	P	A	A
SORCS3	A	A	A	A	A	A	A	A	A	A
SORCS3-AS1	A	A	A	A	A	A	A	A	A	A
SORD	P	P	P	P	P	P	P	P	P	P
SORL1	P	P	P	P	P	P	P	P	P	P
SORT1	P	P	A	P	P	P	P	P	P	P
SOS1	P	P	P	M	P	P	P	P	P	P
SOS1-IT1	A	A	A	A	A	A	A	A	A	A
SOS2	P	P	P	P	P	P	P	P	P	P
SOST	A	A	A	A	A	A	A	A	A	A
SOSTDC1	A	A	A	A	A	A	A	A	A	A
SOWAHA	A	A	A	A	A	A	A	A	A	A
SOWAHC	A	P	A	A	A	A	P	A	A	A
SOX1	A	A	A	A	A	A	A	A	A	A
SOX10	A	A	A	A	A	A	A	A	A	P
SOX11	A	P	P	A	A	P	A	A	A	A
SOX12	P	P	P	A	P	P	P	P	P	P
SOX13	A	A	A	A	A	A	A	P	A	A
SOX14	A	A	A	A	A	A	A	A	A	A
SOX15	M	A	A	A	A	A	A	A	M	A
SOX17	A	A	A	A	A	A	A	A	A	A
SOX18	A	A	A	A	A	A	A	A	A	A
SOX2	P	A	A	A	P	A	A	M	A	A
SOX21	A	A	A	A	A	A	A	A	A	A
SOX21-AS1	A	A	A	A	A	A	A	A	A	A
SOX2-OT	A	A	A	A	A	A	A	A	A	A
SOX3	A	A	A	P	A	A	A	A	A	A
SOX30	A	A	A	A	A	A	A	A	A	A
SOX4	P	P	P	P	P	P	P	P	P	P
SOX5	A	P	P	A	A	P	A	A	A	A
SOX5P	A	A	A	A	A	A	A	A	A	A
SOX6	P	P	A	M	P	P	P	P	P	M
SOX7	A	P	A	A	P	P	A	P	P	P
SOX8	A	P	A	A	A	A	A	A	P	A
SOX9	A	A	A	A	A	A	A	A	A	A
SOX9-AS1	A	A	A	A	A	A	A	A	A	A
SP1	P	P	P	P	P	P	P	P	P	P
SP100	P	P	P	P	P	P	P	P	P	P
SP110	P	P	P	P	P	P	P	P	P	P
SP140L	P	P	P	P	P	P	P	P	P	P
SP2	P	P	P	A	P	P	P	P	P	P
SP3	P	P	P	P	P	P	P	P	P	P
SP3P	A	A	A	A	A	A	A	A	A	A
SP4	P	P	P	P	P	P	P	P	P	P
SP5	A	A	A	A	A	A	A	A	A	A
SP6	A	A	A	A	A	A	A	A	A	A
SP7	A	A	A	A	A	A	A	A	A	A
SP8	A	A	A	A	A	A	A	A	A	A
SPA17	P	P	P	A	P	P	A	A	A	A
SPACA1	A	A	A	A	A	A	A	A	A	A
SPACA3	A	A	A	A	A	A	A	A	A	A
SPACA4	A	A	A	P	A	A	A	A	A	A
SPACA6P	M	P	A	A	A	A	A	A	A	A
SPACA7	A	A	A	A	A	A	A	A	A	A
SPAG1	P	P	P	A	P	P	P	P	P	P
SPAG11A	A	A	A	A	A	A	P	A	P	A
SPAG16	P	P	P	A	P	P	A	A	P	A
SPAG17	A	A	A	A	A	A	A	A	A	A
SPAG4	M	P	A	A	A	A	P	A	A	A
SPAG5	P	P	P	P	P	P	P	P	P	P
SPAG5-AS1	P	P	A	A	M	A	P	A	A	A
SPAG6	A	A	P	A	A	A	A	A	P	A
SPAG7	P	P	P	P	P	P	P	P	P	P
SPAG8	A	M	A	A	A	M	A	P	A	A
SPAG9	P	P	P	P	P	P	P	P	P	P
SPAM1	A	P	P	A	A	A	A	A	A	A
SPANXA1	A	M	A	A	P	A	A	A	A	A
SPANXA2-OT1	A	A	A	A	A	A	A	A	A	A
SPANXB1	A	A	A	A	A	A	A	A	A	P
SPARC	P	P	P	A	A	A	P	P	P	A
SPARCL1	A	A	A	A	A	A	A	A	A	A
SPAST	P	P	P	A	P	P	P	P	P	P
SPATA1	A	A	A	A	A	P	P	M	A	A
SPATA12	A	A	A	A	A	A	A	A	A	A
SPATA13	P	P	A	P	P	P	P	P	P	P
SPATA16	A	A	A	A	A	A	A	P	A	A
SPATA17	A	A	A	A	A	A	A	A	A	A
SPATA18	A	A	A	A	A	A	A	A	A	A
SPATA19	A	A	A	A	A	A	A	A	A	A
SPATA2	P	P	A	P	P	P	P	P	P	P
SPATA20	P	P	A	A	P	P	P	P	P	A
SPATA21	A	A	A	A	A	A	A	A	A	A
SPATA22	A	A	A	A	A	A	A	P	A	A
SPATA24	P	P	A	A	P	P	P	P	P	P
SPATA25	A	A	A	A	A	A	A	A	A	A
SPATA2L	P	P	A	M	P	P	P	P	P	P
SPATA3	A	A	A	A	A	A	A	A	A	A
SPATA31A1	A	A	A	A	A	A	A	A	A	A
SPATA31C2	A	A	A	A	A	A	A	A	A	A
SPATA31D1	A	A	A	A	A	A	A	A	A	A
SPATA31E1	A	A	A	A	A	A	A	A	A	A
SPATA32	A	A	A	A	A	A	A	A	A	A
SPATA33	P	P	A	P	P	P	P	P	P	P
SPATA3-AS1	A	A	A	A	A	A	A	A	A	A
SPATA4	A	A	A	A	A	A	A	A	A	A
SPATA41	A	A	A	A	A	A	A	A	A	A
SPATA42	A	A	A	A	A	P	A	A	A	A
SPATA45	A	P	A	A	A	P	A	A	A	A
SPATA5	P	P	P	A	P	P	P	P	P	P
SPATA5L1	P	P	P	P	P	P	P	P	P	P
SPATA6	A	P	P	A	A	A	A	P	P	P
SPATA6L	P	A	P	A	A	A	A	P	A	A
SPATA7	P	P	A	A	P	P	A	P	P	P
SPATA8	A	P	A	A	A	A	A	A	A	A
SPATA9	A	A	A	A	P	A	A	P	M	A
SPATC1	A	A	A	A	A	A	A	A	A	A
SPATC1L	P	P	P	A	P	P	A	P	P	P
SPATS1	A	A	A	A	A	A	A	A	A	A
SPATS2	P	P	P	P	P	P	P	P	P	P
SPATS2L	P	P	A	P	P	P	P	P	A	P
SPC24	P	A	P	A	P	P	A	A	P	P
SPC25	P	P	P	A	P	P	P	A	P	P
SPCS1	P	P	P	P	P	P	P	P	P	P
SPCS2	P	P	P	P	P	P	P	P	P	P
SPCS3	P	P	P	P	P	P	P	P	P	P
SPDEF	A	P	A	A	A	A	A	M	A	A
SPDL1	P	P	P	A	P	P	P	P	P	P
SPDYA	A	A	A	A	A	A	A	P	A	A
SPDYE1	P	P	A	A	A	A	P	P	P	P
SPDYE2	M	A	A	A	A	A	P	A	P	A
SPECC1	A	P	A	A	P	A	P	P	P	P
SPECC1L	P	P	P	A	P	P	P	A	P	A
SPEF1	A	P	A	A	A	A	A	A	A	A
SPEF2	A	A	A	A	M	M	A	P	P	P
SPEM1	A	P	A	A	A	A	A	A	A	A
SPEN	P	P	P	P	P	P	P	P	P	P
SPERT	A	A	A	A	M	P	A	A	A	A
SPESP1	A	A	A	A	A	A	A	A	A	A
SPG11	P	P	P	P	P	P	P	P	P	P
SPG20	A	P	A	P	P	P	P	P	P	P
SPG20OS	A	A	A	A	A	A	A	A	A	A
SPG21	P	P	P	P	P	P	P	P	P	P
SPG7	A	A	A	A	A	A	A	A	A	A
SPHK1	A	P	A	A	A	P	A	P	P	P
SPHK2	P	A	P	A	P	P	A	P	P	P
SPHKAP	A	A	A	A	A	A	A	A	A	A
SPI1	A	P	P	P	P	P	P	P	P	P
SPIB	P	P	P	P	P	P	A	P	P	P
SPIC	A	A	A	A	A	A	A	A	A	A
SPICE1	P	P	P	P	P	P	P	P	P	P
SPIDR	P	P	P	P	P	P	P	P	P	P
SPIN1	P	P	P	P	P	P	P	P	P	P
SPIN2A	A	A	A	A	P	A	A	P	P	A
SPIN3	P	P	A	A	P	A	A	A	M	A
SPIN4	P	P	P	P	P	P	P	P	P	P
SPINK1	A	A	A	P	A	A	A	A	P	A
SPINK13	A	A	A	A	A	A	A	A	A	A
SPINK2	A	P	A	P	A	P	P	P	P	P
SPINK4	A	A	A	A	A	A	A	A	A	A
SPINK5	A	A	A	A	A	A	A	A	A	A
SPINK6	A	A	A	A	A	A	A	A	A	A
SPINK7	A	A	A	A	A	A	A	A	A	A
SPINT1	A	A	A	A	A	A	A	P	P	A
SPINT2	P	P	P	P	P	P	P	P	P	P
SPINT3	A	A	A	A	A	A	A	A	A	A
SPIRE1	P	P	A	A	P	A	A	A	A	P
SPIRE2	A	A	A	A	A	A	A	A	A	M
SPN	A	A	A	A	A	A	A	A	A	A
SPNS1	P	P	P	P	P	P	P	P	P	P
SPNS2	A	A	A	A	A	A	P	A	P	A
SPNS3	A	A	A	A	A	A	P	A	P	A
SPO11	A	A	A	A	A	A	A	A	A	P
SPOCD1	A	A	A	A	A	A	A	A	A	A
SPOCK1	A	A	A	A	A	A	A	A	A	A
SPOCK2	A	P	P	P	P	P	P	P	P	P
SPOCK3	A	A	A	A	P	P	A	A	P	A
SPON1	A	A	A	A	A	M	A	P	M	A
SPOP	P	P	P	P	P	P	P	P	P	P
SPOPL	P	P	P	P	P	P	P	P	P	P
SPP1	P	A	A	A	P	A	A	P	P	A
SPP2	A	A	A	P	A	A	A	A	A	A
SPPL2A	P	P	P	P	P	P	P	P	P	P
SPPL2B	P	P	A	A	P	M	P	P	P	P
SPPL2C	A	A	A	A	A	A	A	A	A	A
SPPL3	P	P	P	P	P	P	P	P	P	P
SPR	A	A	A	A	P	A	A	A	A	A
SPRED1	P	P	A	A	P	P	P	A	A	P
SPRED2	P	P	P	A	P	P	P	P	P	A
SPRED3	A	A	A	A	A	A	A	M	A	P
SPRN	A	A	A	A	A	M	A	A	P	A
SPRNP1	A	A	A	A	A	A	A	P	A	A
SPRR1A	P	A	A	A	A	A	A	A	A	A
SPRR1B	A	A	A	A	A	A	A	A	A	A
SPRR2B	A	A	A	A	A	A	A	A	A	A
SPRR2C	A	A	A	A	A	A	A	A	A	A
SPRR2G	A	A	A	A	A	A	A	A	A	A
SPRR3	A	A	A	A	A	A	A	A	A	A
SPRR4	A	A	A	A	A	A	P	P	A	A
SPRTN	P	P	P	A	P	P	P	P	P	A
SPRY1	P	P	A	A	P	P	P	P	P	P
SPRY2	P	P	A	A	M	A	P	P	P	P
SPRY3	A	A	A	A	A	A	A	A	A	A
SPRY4	A	P	A	A	A	A	A	A	P	A
SPRY4-IT1	A	A	A	A	A	A	A	A	A	A
