GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous
SPACA1	0	0	0	0	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0	0	0	0	0
SPACA4	0	0	0	0	0	0	0	0	0	0
SPACA5	0	0	0	0	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0	0	0	0	0
SPACA7	0	0	0	0	0	0	0	0	0	0
SPAG1	0.84	0.84	0.72	0.72	0.84	0.72	0.45	0.84	0.72	0.58
SPAG11A	0	0	0	0	0	0	0	0	0	0
SPAG11B	0	0	0	0	0	0	0	0	0	0
SPAG16	0	0	0	0	0	0	0.25	0	0	0
SPAG17	0	0	0	0	0	0	0	0	0	0
SPAG4	1.94	1.94	0.66	0.66	1.94	0.66	0	1.94	0.66	0.8
SPAG5	3.23	3.23	2.35	2.35	3.23	2.35	2.45	3.23	2.35	3.93
SPAG5-AS1	0.12	0.12	0	0	0.12	0	0	0.12	0	0
SPAG6	0.04	0.04	0	0	0.04	0	0	0.04	0	0
SPAG7	6.1	6.1	6.43	6.43	6.1	6.43	6.55	6.1	6.43	6.69
SPAG8	2.62	2.62	2.43	2.43	2.62	2.43	3.32	2.62	2.43	2.35
SPAG9	8.31	8.31	7.7	7.7	8.31	7.7	7.95	8.31	7.7	7.74
SPAM1	0	0	0	0	0	0	0	0	0	0
SPANXA1	0	0	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0	0	0
SPANXA2-OT1	0	0	0	0	0	0	0	0	0	0
SPANXB1	0	0	0	0	0	0	0	0	0	0
SPANXB2	0	0	0	0	0	0	0	0	0	0
SPANXC	0	0	0	0	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0	0	0	0	0
SPANXN2	0	0	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0	0	0	0	0
SPARC	9.07	9.07	8.33	8.33	9.07	8.33	8.41	9.07	8.33	8.93
SPARCL1	9.4	9.4	10.72	10.72	9.4	10.72	10.94	9.4	10.72	9.98
SPAST	1.79	1.79	1.92	1.92	1.79	1.92	2.55	1.79	1.92	2.05
SPATA12	0	0	0	0	0	0	0	0	0	0
SPATA13	3.07	3.07	2.24	2.24	3.07	2.24	3.18	3.07	2.24	4.24
SPATA13-AS1	0	0	0	0	0	0	0	0	0	0
SPATA16	0	0	0	0	0	0	0	0	0	0
SPATA17	0	0	0	0	0	0	0	0	0	0
SPATA18	0.39	0.39	1.17	1.17	0.39	1.17	1.12	0.39	1.17	0.95
SPATA19	0	0	0	0	0	0	0	0	0	0
SPATA2	1.31	1.31	1.21	1.21	1.31	1.21	1.28	1.31	1.21	1
SPATA20	3.62	3.62	3.53	3.53	3.62	3.53	4.06	3.62	3.53	4.41
SPATA21	0	0	0	0	0	0	0	0	0	0
SPATA22	0	0	0	0	0	0	0	0	0	0
SPATA24	0	0	0	0	0	0	0	0	0	0
SPATA25	0	0	0	0	0	0	0	0	0	0
SPATA2L	1.33	1.33	0.8	0.8	1.33	0.8	0.05	1.33	0.8	0.6
SPATA3	0	0	0	0	0	0	0	0	0	0
SPATA31A1	0	0	0	0	0	0	0	0	0	0
SPATA31A2	0	0	0	0	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	0	0	0	0	0
SPATA31A4	0	0	0	0	0	0	0	0	0	0
SPATA31A5	0	0	0	0	0	0	0	0	0	0
SPATA31A6	0	0	0	0	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0	0	0	0	0
SPATA31D1	0	0	0	0	0	0	0	0	0	0
SPATA31E1	0	0	0	0	0	0	0	0	0	0
SPATA32	0	0	0	0	0	0	0	0	0	0
SPATA33	0	0	0	0	0	0	0.13	0	0	0
SPATA4	0	0	0	0	0	0	0	0	0	0
SPATA41	0.66	0.66	1.74	1.74	0.66	1.74	1.5	0.66	1.74	0.31
SPATA42	0	0	0	0	0	0	0	0	0	0
SPATA5	2.1	2.1	2.16	2.16	2.1	2.16	2.58	2.1	2.16	2.01
SPATA5L1	2.69	2.69	2.64	2.64	2.69	2.64	2.59	2.69	2.64	2.35
SPATA6	4.57	4.57	3.43	3.43	4.57	3.43	3.65	4.57	3.43	3.37
SPATA6L	0	0	0	0	0	0	0	0	0	0
SPATA7	0	0	0	0	0	0	0.16	0	0	0.44
SPATA8	0	0	0	0	0	0	0	0	0	0
SPATA8-AS1	0	0	0	0	0	0	0	0	0	0
SPATA9	0	0	0	0	0	0	0	0	0	0
SPATC1	0	0	0	0	0	0	0	0	0	0
SPATC1L	0	0	0.09	0.09	0	0.09	0.51	0	0.09	0.07
SPATS1	0	0	0	0	0	0	0	0	0	0
SPATS2	2.33	2.33	1.83	1.83	2.33	1.83	2.36	2.33	1.83	2.39
SPATS2L	4.06	4.06	3.9	3.9	4.06	3.9	4.6	4.06	3.9	4.19
SPC24	0.75	0.75	0.62	0.62	0.75	0.62	0.03	0.75	0.62	1.25
SPC25	0	0	0	0	0	0	0	0	0	0
SPCS1	4.99	4.99	4.94	4.94	4.99	4.94	4.79	4.99	4.94	4.76
SPCS2	4.07	4.07	4.2	4.2	4.07	4.2	4.12	4.07	4.2	3.88
SPCS3	4.48	4.48	4.31	4.31	4.48	4.31	4.21	4.48	4.31	4.33
SPDEF	2.54	2.54	0	0	2.54	0	0	2.54	0	0
SPDL1	0	0	0	0	0	0	0	0	0	0
SPDYA	0	0	0	0	0	0	0	0	0	0
SPDYC	0	0	0	0	0	0	0	0	0	0
SPDYE1	0	0	0	0	0	0	0	0	0	0
SPDYE2	0	0	0	0	0	0	0	0	0	0
SPDYE2B	0	0	0	0	0	0	0	0	0	0
SPDYE3	0	0	0	0	0	0	0	0	0	0
SPDYE4	0	0	0	0	0	0	0	0	0	0
SPECC1	3.84	3.84	4.58	4.58	3.84	4.58	5.14	3.84	4.58	4.85
SPECC1L	2.41	2.41	2.91	2.91	2.41	2.91	3.17	2.41	2.91	2.17
SPEF1	0	0	0	0	0	0	0	0	0	0
SPEF2	3.12	3.12	2.9	2.9	3.12	2.9	4.33	3.12	2.9	3.33
SPEG	3.28	3.28	3.26	3.26	3.28	3.26	5.18	3.28	3.26	3.04
SPEM1	0	0	0	0	0	0	0	0	0	0
SPEN	5.24	5.24	5.53	5.53	5.24	5.53	5.2	5.24	5.53	4.7
SPERT	0	0	0	0	0	0	0	0	0	0
SPESP1	0	0	0	0	0	0	0.05	0	0	0
SPG11	5.1	5.1	5.12	5.12	5.1	5.12	5.23	5.1	5.12	5.13
SPG20	4.58	4.58	4.51	4.51	4.58	4.51	4.63	4.58	4.51	4.1
SPG20OS	0	0	0	0	0	0	0	0	0	0
SPG21	3.52	3.52	3.7	3.7	3.52	3.7	2.91	3.52	3.7	3.51
SPG7	4.87	4.87	3.48	3.48	4.87	3.48	3.97	4.87	3.48	4.3
SPHK1	3.7	3.7	2.51	2.51	3.7	2.51	3.14	3.7	2.51	3.47
SPHK2	2.53	2.53	3.14	3.14	2.53	3.14	2.48	2.53	3.14	2.48
SPHKAP	0	0	0	0	0	0	0	0	0	0
SPI1	3.39	3.39	5.08	5.08	3.39	5.08	3.48	3.39	5.08	6.27
SPIB	0	0	0	0	0	0	0	0	0	0
SPIC	0	0	0	0	0	0	0	0	0	0
SPICE1	3.06	3.06	3.22	3.22	3.06	3.22	3.63	3.06	3.22	3.44
SPIDR	5.55	5.55	5.46	5.46	5.55	5.46	5.56	5.55	5.46	5.49
SPIN1	7.92	7.92	7.68	7.68	7.92	7.68	8.6	7.92	7.68	8.19
SPIN2A	0	0	0	0	0	0	0.46	0	0	0
SPIN2B	1.73	1.73	2.62	2.62	1.73	2.62	2.95	1.73	2.62	2.28
SPIN3	0.03	0.03	0.31	0.31	0.03	0.31	0.7	0.03	0.31	0.05
SPIN4	2.92	2.92	2.97	2.97	2.92	2.97	3.78	2.92	2.97	2.95
SPIN4-AS1	0	0	0	0	0	0	0	0	0	0
SPINK1	0	0	0	0	0	0	0	0	0	0
SPINK13	0	0	0	0	0	0	0	0	0	0
SPINK14	0	0	0	0	0	0	0	0	0	0
SPINK2	0	0	0	0	0	0	0	0	0	0
SPINK4	0	0	0	0	0	0	0	0	0	0
SPINK5	1.01	1.01	0.71	0.71	1.01	0.71	0	1.01	0.71	0.74
SPINK6	0	0	0	0	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0	0	0	0	0
SPINK8	0	0	0	0	0	0	0	0	0	0
SPINK9	0	0	0	0	0	0	0	0	0	0
SPINT1	2.5	2.5	0.24	0.24	2.5	0.24	0	2.5	0.24	1.79
SPINT2	3.92	3.92	2.31	2.31	3.92	2.31	1.68	3.92	2.31	3.65
SPINT3	0	0	0	0	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0	0	0	0	0
SPIRE1	2.38	2.38	1.56	1.56	2.38	1.56	1.6	2.38	1.56	1.88
SPIRE2	0	0	0	0	0	0	0	0	0	0
SPN	0	0	0	0	0	0	0	0	0	2.51
SPNS1	3.77	3.77	3.55	3.55	3.77	3.55	3.25	3.77	3.55	3.69
SPNS2	3.08	3.08	3.57	3.57	3.08	3.57	3.15	3.08	3.57	3.38
SPNS3	0	0	0	0	0	0	0	0	0	0
SPO11	0	0	0	0	0	0	0	0	0	0
SPOCD1	0.07	0.07	0	0	0.07	0	0	0.07	0	4.74
SPOCK1	7.2	7.2	7.18	7.18	7.2	7.18	5.86	7.2	7.18	6.25
SPOCK2	2.42	2.42	1.61	1.61	2.42	1.61	1.12	2.42	1.61	2.73
SPOCK3	0	0	0	0	0	0	0	0	0	0
SPON1	4.5	4.5	5.08	5.08	4.5	5.08	2.81	4.5	5.08	5.11
SPON2	4.93	4.93	3.86	3.86	4.93	3.86	4.64	4.93	3.86	5.2
SPOP	5.26	5.26	5.1	5.1	5.26	5.1	6	5.26	5.1	5.16
SPOPL	2.13	2.13	1.53	1.53	2.13	1.53	2.25	2.13	1.53	2.02
SPP1	3.04	3.04	5.2	5.2	3.04	5.2	0	3.04	5.2	8.78
SPP2	0	0	0	0	0	0	0	0	0	0
SPPL2A	3.28	3.28	3.35	3.35	3.28	3.35	3.02	3.28	3.35	3.66
SPPL2B	8.9	8.9	7.91	7.91	8.9	7.91	7.94	8.9	7.91	8.05
SPPL2C	0	0	0	0	0	0	0	0	0	0
SPPL3	6.87	6.87	6.37	6.37	6.87	6.37	6.55	6.87	6.37	6.39
SPR	3.15	3.15	5.71	5.71	3.15	5.71	4.63	3.15	5.71	4.45
SPRED1	5.58	5.58	5.64	5.64	5.58	5.64	6	5.58	5.64	5.95
SPRED2	6.33	6.33	5.93	5.93	6.33	5.93	6.5	6.33	5.93	5.82
SPRED3	0	0	0	0	0	0	0	0	0	0
SPRN	1.99	1.99	2.91	2.91	1.99	2.91	2.75	1.99	2.91	2.82
SPRR1A	0	0	0	0	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0	0	0	0	0
SPRTN	1.98	1.98	2.06	2.06	1.98	2.06	2.19	1.98	2.06	1.71
SPRY1	6.59	6.59	5.89	5.89	6.59	5.89	6.42	6.59	5.89	6.76
SPRY2	4.36	4.36	4.61	4.61	4.36	4.61	5.2	4.36	4.61	3.73
SPRY3	0	0	0	0	0	0	0	0	0	0
SPRY4	1.38	1.38	1.42	1.42	1.38	1.42	2.36	1.38	1.42	2.62
SPRYD3	2.02	2.02	2.61	2.61	2.02	2.61	2.9	2.02	2.61	2.36
SPRYD7	0	0	0	0	0	0	0	0	0	0
SPSB1	3.68	3.68	3.33	3.33	3.68	3.33	2.39	3.68	3.33	3.63
SPSB2	0	0	0	0	0	0	0	0	0	0
SPSB3	1.45	1.45	0.87	0.87	1.45	0.87	0.93	1.45	0.87	0.95
SPSB4	0	0	0	0	0	0	0.88	0	0	0
SPTA1	0	0	0	0	0	0	0	0	0	0
SPTAN1	6.46	6.46	5.6	5.6	6.46	5.6	6.29	6.46	5.6	6.12
SPTB	1.3	1.3	0.94	0.94	1.3	0.94	1.99	1.3	0.94	0.27
SPTBN1	7.32	7.32	8.14	8.14	7.32	8.14	8.05	7.32	8.14	6.98
SPTBN2	1.67	1.67	0	0	1.67	0	0	1.67	0	0
SPTBN4	1.82	1.82	0.1	0.1	1.82	0.1	0.3	1.82	0.1	0.9
SPTBN5	0.99	0.99	2.71	2.71	0.99	2.71	0.84	0.99	2.71	1.64
SPTLC1	3.47	3.47	3.26	3.26	3.47	3.26	3.26	3.47	3.26	2.98
SPTLC2	4.19	4.19	4.87	4.87	4.19	4.87	4.53	4.19	4.87	4.03
SPTLC3	0	0	0	0	0	0	0	0	0	0
SPTSSA	3.27	3.27	3.29	3.29	3.27	3.29	3.47	3.27	3.29	3.01
SPTSSB	0.18	0.18	0	0	0.18	0	0	0.18	0	0
SPTY2D1	1.89	1.89	1.46	1.46	1.89	1.46	1.73	1.89	1.46	1.45
SPTY2D1-AS1	0	0	0	0	0	0	0	0	0	0
SPZ1	0	0	0	0	0	0	0	0	0	0
SQLE	2.57	2.57	2.74	2.74	2.57	2.74	1.53	2.57	2.74	3.18
SQRDL	4.67	4.67	4.58	4.58	4.67	4.58	4.51	4.67	4.58	4.93
SQSTM1	5.8	5.8	6.38	6.38	5.8	6.38	5.44	5.8	6.38	5.91
SRA1	3.24	3.24	2.95	2.95	3.24	2.95	2.48	3.24	2.95	4.26
SRBD1	0.41	0.41	1.69	1.69	0.41	1.69	2	0.41	1.69	1.16
SRC	2.84	2.84	2.31	2.31	2.84	2.31	2.15	2.84	2.31	2.82
SRCAP	4.03	4.03	4.54	4.54	4.03	4.54	4.32	4.03	4.54	4.19
SRCIN1	0	0	0	0	0	0	0	0	0	0
SRCRB4D	0	0	0	0	0	0	0	0	0	0
SRD5A1	0.84	0.84	0	0	0.84	0	0.79	0.84	0	0.76
SRD5A2	0	0	0	0	0	0	0	0	0	0
SRD5A3	0	0	0.27	0.27	0	0.27	0.17	0	0.27	1.08
SRD5A3-AS1	0	0	0	0	0	0	0	0	0	0
SREBF1	5.51	5.51	6.24	6.24	5.51	6.24	5.03	5.51	6.24	5.49
SREBF2	2.07	2.07	2.54	2.54	2.07	2.54	2.34	2.07	2.54	2.39
SREK1	8.11	8.11	7.73	7.73	8.11	7.73	8.06	8.11	7.73	7.73
SREK1IP1	3.87	3.87	3.81	3.81	3.87	3.81	4.12	3.87	3.81	3.79
SRF	7.03	7.03	7.14	7.14	7.03	7.14	7.02	7.03	7.14	6.75
SRFBP1	4.53	4.53	4.83	4.83	4.53	4.83	5.03	4.53	4.83	4.59
SRGAP1	4.52	4.52	4.47	4.47	4.52	4.47	4.01	4.52	4.47	4.69
SRGAP2	4.55	4.55	4.39	4.39	4.55	4.39	4.24	4.55	4.39	4.13
SRGAP2-AS1	0	0	0	0	0	0	0	0	0	0
SRGAP3	2.35	2.35	0.27	0.27	2.35	0.27	1.54	2.35	0.27	2.72
SRGAP3-AS1	0	0	0	0	0	0	0	0	0	0
SRGAP3-AS2	0	0	0	0	0	0	0	0	0	0
SRGAP3-AS3	0	0	0	0	0	0	0	0	0	0
SRGAP3-AS4	0	0	0	0	0	0	0	0	0	0
SRGN	3.78	3.78	5.15	5.15	3.78	5.15	3.74	3.78	5.15	6.51
SRI	2.94	2.94	3.19	3.19	2.94	3.19	3.42	2.94	3.19	3.01
SRL	0	0	0	0	0	0	1.49	0	0	0
SRM	4.88	4.88	5.51	5.51	4.88	5.51	4.75	4.88	5.51	4.83
SRMS	0	0	0	0	0	0	0	0	0	0
SRP14	4.58	4.58	5.23	5.23	4.58	5.23	5.36	4.58	5.23	4.7
SRP14-AS1	0	0	0	0	0	0	0	0	0	0
SRP19	2.29	2.29	2.64	2.64	2.29	2.64	2.51	2.29	2.64	2.52
SRP54	3.8	3.8	3.37	3.37	3.8	3.37	3.34	3.8	3.37	3.38
SRP68	5.42	5.42	5.43	5.43	5.42	5.43	5.42	5.42	5.43	4.96
SRP72	5.31	5.31	5	5	5.31	5	5.19	5.31	5	4.8
SRP9	4.42	4.42	4.65	4.65	4.42	4.65	4.8	4.42	4.65	4.39
SRPK1	2.45	2.45	2.43	2.43	2.45	2.43	2.58	2.45	2.43	2.44
SRPK2	2.44	2.44	1.98	1.98	2.44	1.98	2.48	2.44	1.98	2.01
SRPK3	0	0	0	0	0	0	0	0	0	0
SRPR	5.03	5.03	4.68	4.68	5.03	4.68	4.36	5.03	4.68	4.46
SRPRB	2.3	2.3	2.37	2.37	2.3	2.37	1.78	2.3	2.37	2.03
SRPX	3.59	3.59	5.24	5.24	3.59	5.24	3.52	3.59	5.24	4.13
SRPX2	3.83	3.83	4.7	4.7	3.83	4.7	3.46	3.83	4.7	3.94
SRR	0	0	0	0	0	0	0	0	0	0
SRRD	1.39	1.39	1.75	1.75	1.39	1.75	1.93	1.39	1.75	1.57
SRRM1	4.13	4.13	3.94	3.94	4.13	3.94	4.02	4.13	3.94	3.82
SRRM2	6.69	6.69	7.35	7.35	6.69	7.35	6.92	6.69	7.35	6.79
SRRM2-AS1	0	0	0	0	0	0	0	0	0	0
SRRM3	1.27	1.27	1.06	1.06	1.27	1.06	0.65	1.27	1.06	0.42
SRRM4	0	0	0	0	0	0	0	0	0	0
SRRM5	0	0	0	0	0	0	0	0	0	0
SRRT	4.55	4.55	4.5	4.5	4.55	4.5	4.72	4.55	4.5	4.47
SRSF1	5.19	5.19	5.38	5.38	5.19	5.38	5.44	5.19	5.38	5.19
SRSF10	2.47	2.47	2.17	2.17	2.47	2.17	2.94	2.47	2.17	2.5
SRSF11	7.57	7.57	6.65	6.65	7.57	6.65	6.48	7.57	6.65	6.68
SRSF12	0	0	0	0	0	0	0	0	0	0
SRSF2	7.11	7.11	7.25	7.25	7.11	7.25	7.47	7.11	7.25	7.5
SRSF3	5.16	5.16	5.29	5.29	5.16	5.29	5.56	5.16	5.29	5.21
SRSF4	5.14	5.14	4.92	4.92	5.14	4.92	4.73	5.14	4.92	4.72
SRSF5	9.16	9.16	8.58	8.58	9.16	8.58	8.88	9.16	8.58	8.94
SRSF6	4.69	4.69	4.91	4.91	4.69	4.91	5.39	4.69	4.91	4.69
SRSF7	3.91	3.91	4.75	4.75	3.91	4.75	4.82	3.91	4.75	5.23
SRSF9	2.46	2.46	2.57	2.57	2.46	2.57	2.3	2.46	2.57	2.54
SRXN1	1.47	1.47	2.66	2.66	1.47	2.66	1.76	1.47	2.66	1.79
SRY	0	0	0	0	0	0	0	0	0	0
SS18	4.34	4.34	4.54	4.54	4.34	4.54	4.65	4.34	4.54	4.32
SS18L1	2.72	2.72	1.54	1.54	2.72	1.54	2.01	2.72	1.54	2.09
SS18L2	0.45	0.45	0	0	0.45	0	0.01	0.45	0	0
SSB	2.76	2.76	3.23	3.23	2.76	3.23	2.82	2.76	3.23	2.61
SSBP1	1.74	1.74	1.62	1.62	1.74	1.62	1.67	1.74	1.62	1.56
SSBP2	3.22	3.22	3.73	3.73	3.22	3.73	4.33	3.22	3.73	3.35
SSBP3	6.33	6.33	5.89	5.89	6.33	5.89	6.19	6.33	5.89	5.75
SSBP3-AS1	0.23	0.23	0	0	0.23	0	0	0.23	0	0
SSBP4	3.22	3.22	3.38	3.38	3.22	3.38	3.35	3.22	3.38	3.51
SSC5D	1.43	1.43	1.58	1.58	1.43	1.58	2.02	1.43	1.58	2.41
SSFA2	3.61	3.61	3.23	3.23	3.61	3.23	3.91	3.61	3.23	3.1
SSH1	3.36	3.36	2.99	2.99	3.36	2.99	3.22	3.36	2.99	3.09
SSH2	4.19	4.19	4.54	4.54	4.19	4.54	3.19	4.19	4.54	3.5
SSH3	4.01	4.01	3.28	3.28	4.01	3.28	3.61	4.01	3.28	3.49
SSMEM1	0	0	0	0	0	0	0	0	0	0
SSNA1	3.72	3.72	4.43	4.43	3.72	4.43	4.13	3.72	4.43	4.01
SSPN	2.7	2.7	2.91	2.91	2.7	2.91	5.35	2.7	2.91	2.76
SSPO	3.85	3.85	1.97	1.97	3.85	1.97	2.63	3.85	1.97	2.11
SSR1	4.28	4.28	4.5	4.5	4.28	4.5	4.6	4.28	4.5	4.57
SSR2	6.55	6.55	5.74	5.74	6.55	5.74	6.09	6.55	5.74	6.06
SSR3	4	4	4.11	4.11	4	4.11	4.52	4	4.11	4.37
SSR4	5.97	5.97	6.16	6.16	5.97	6.16	5.82	5.97	6.16	6.14
SSRP1	5.46	5.46	5.56	5.56	5.46	5.56	5.43	5.46	5.56	4.95
SSSCA1	2.15	2.15	2.17	2.17	2.15	2.17	1.99	2.15	2.17	1.94
SSSCA1-AS1	0	0	0	0	0	0	0	0	0	0
SST	0	0	0	0	0	0	0	0	0	0
SSTR1	0	0	0.59	0.59	0	0.59	2.28	0	0.59	0
SSTR2	0	0	1.81	1.81	0	1.81	1.21	0	1.81	2.18
SSTR3	0	0	0	0	0	0	0	0	0	0
SSTR4	0	0	0	0	0	0	0	0	0	0
SSTR5	0	0	0	0	0	0	0	0	0	0
SSTR5-AS1	0	0	0	0	0	0	0	0	0	0
SSU72	5.52	5.52	6.15	6.15	5.52	6.15	5.55	5.52	6.15	5.8
SSUH2	0	0	0	0	0	0	0.9	0	0	0
SSX1	0	0	0	0	0	0	0	0	0	0
SSX2	0	0	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0	0	0
SSX2IP	0	0	0	0	0	0	0	0	0	0
SSX3	0	0	0	0	0	0	0	0	0	0
SSX4	0	0	0	0	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0	0	0	0	0
SSX5	0	0	0	0	0	0	0	0	0	0
SSX7	0	0	0	0	0	0	0	0	0	0
ST13	6	6	5.48	5.48	6	5.48	5.8	6	5.48	5.36
ST14	0.56	0.56	1.83	1.83	0.56	1.83	0	0.56	1.83	4.91
ST18	1.12	1.12	0	0	1.12	0	0	1.12	0	2.81
ST20	0	0	0	0	0	0	0	0	0	0
ST3GAL1	3.22	3.22	3.27	3.27	3.22	3.27	2.43	3.22	3.27	2.8
ST3GAL2	1.53	1.53	1.81	1.81	1.53	1.81	2.33	1.53	1.81	2.4
ST3GAL3	5.47	5.47	5.8	5.8	5.47	5.8	5.82	5.47	5.8	5.03
ST3GAL4	3.56	3.56	2.61	2.61	3.56	2.61	2.9	3.56	2.61	2.97
ST3GAL5	3.27	3.27	2.02	2.02	3.27	2.02	2.86	3.27	2.02	3.17
ST3GAL6	0.3	0.3	0.59	0.59	0.3	0.59	0.65	0.3	0.59	1.2
ST3GAL6-AS1	0	0	0	0	0	0	0	0	0	0
ST5	4.58	4.58	3.45	3.45	4.58	3.45	4.4	4.58	3.45	3.49
ST6GAL1	2.19	2.19	3.78	3.78	2.19	3.78	3.83	2.19	3.78	3.11
ST6GAL2	0	0	0	0	0	0	0	0	0	0
ST6GAL2-IT1	0	0	0	0	0	0	0	0	0	0
ST6GALNAC1	0	0	0.16	0.16	0	0.16	1.83	0	0.16	0
ST6GALNAC2	1.67	1.67	1.37	1.37	1.67	1.37	1.61	1.67	1.37	1.4
ST6GALNAC3	0.59	0.59	0.42	0.42	0.59	0.42	0.12	0.59	0.42	0
ST6GALNAC4	0.79	0.79	1.05	1.05	0.79	1.05	0.28	0.79	1.05	0.98
ST6GALNAC5	0	0	0	0	0	0	0	0	0	0
ST6GALNAC6	4.35	4.35	4.2	4.2	4.35	4.2	3.71	4.35	4.2	3.65
ST7	1.14	1.14	1.57	1.57	1.14	1.57	2.25	1.14	1.57	1.39
ST7-AS1	0.51	0.51	0	0	0.51	0	0	0.51	0	0
ST7-AS2	0	0	0	0	0	0	0	0	0	0
ST7L	2.78	2.78	2.02	2.02	2.78	2.02	2.54	2.78	2.02	2.09
ST7-OT4	0	0	0	0	0	0	0	0	0	0
ST8SIA1	0	0	0	0	0	0	0.46	0	0	0
ST8SIA2	0	0	0	0	0	0	0	0	0	0
ST8SIA3	0	0	0	0	0	0	0	0	0	0
ST8SIA4	1.98	1.98	3.02	3.02	1.98	3.02	1.97	1.98	3.02	2.86
ST8SIA5	0	0	0	0	0	0	0	0	0	0
ST8SIA6	0	0	0	0	0	0	0	0	0	0
ST8SIA6-AS1	0	0	0	0	0	0	0	0	0	0
STAB1	7.32	7.32	8.52	8.52	7.32	8.52	6.97	7.32	8.52	7.22
STAB2	0	0	0	0	0	0	0	0	0	0
STAC	0.45	0.45	0	0	0.45	0	1.23	0.45	0	0
STAC2	4.79	4.79	0	0	4.79	0	0	4.79	0	0
STAC3	1.03	1.03	1.3	1.3	1.03	1.3	1.29	1.03	1.3	2.84
STAG1	4.55	4.55	3.87	3.87	4.55	3.87	4.2	4.55	3.87	3.63
STAG2	4.49	4.49	4.4	4.4	4.49	4.4	4.83	4.49	4.4	4.04
STAG3	0	0	0.59	0.59	0	0.59	0.67	0	0.59	0.52
STAM	1.82	1.82	1.83	1.83	1.82	1.83	1.7	1.82	1.83	1.76
STAM2	3.09	3.09	3.05	3.05	3.09	3.05	3.56	3.09	3.05	3.16
STAMBP	6.49	6.49	6.08	6.08	6.49	6.08	6.33	6.49	6.08	5.92
STAMBPL1	0	0	0	0	0	0	1.35	0	0	0.91
STAP1	0	0	0	0	0	0	0	0	0	0
STAP2	0.85	0.85	0	0	0.85	0	0	0.85	0	0
STAR	0	0	0	0	0	0	0	0	0	0
STARD10	2.33	2.33	0.69	0.69	2.33	0.69	1.28	2.33	0.69	0.97
STARD13	3.95	3.95	5.14	5.14	3.95	5.14	5.42	3.95	5.14	3.98
STARD13-AS	0	0	0	0	0	0	0	0	0	0
STARD13-IT1	0	0	0	0	0	0	0	0	0	0
STARD3	1.91	1.91	1.67	1.67	1.91	1.67	1.93	1.91	1.67	1.87
STARD3NL	1.87	1.87	2.07	2.07	1.87	2.07	2.25	1.87	2.07	2.32
STARD4	0.16	0.16	1.29	1.29	0.16	1.29	0.81	0.16	1.29	2.31
STARD4-AS1	0	0	0	0	0	0	0	0	0	0
STARD5	0.21	0.21	0.04	0.04	0.21	0.04	1.27	0.21	0.04	1.3
STARD6	0	0	0	0	0	0	0	0	0	0
STARD7	3.06	3.06	3.81	3.81	3.06	3.81	3.62	3.06	3.81	3.59
STARD8	2.93	2.93	2.81	2.81	2.93	2.81	2.33	2.93	2.81	2.8
STARD9	5.85	5.85	5.94	5.94	5.85	5.94	6.76	5.85	5.94	5.7
STAT1	4.82	4.82	5.06	5.06	4.82	5.06	4.64	4.82	5.06	5.68
STAT2	5.81	5.81	4.6	4.6	5.81	4.6	4.33	5.81	4.6	4.85
STAT3	7.4	7.4	7.62	7.62	7.4	7.62	7	7.4	7.62	6.88
STAT4	0.85	0.85	0.05	0.05	0.85	0.05	0.63	0.85	0.05	0.75
STAT5A	4.08	4.08	5.06	5.06	4.08	5.06	3.88	4.08	5.06	4.3
